/work/09080/lkaiser/maverick2/run_1/bash_scripts
c228-107.maverick2.tacc.utexas.edu
Wed Sep 14 16:27:24 CDT 2022
start training tiramisu
gpu available: True
epoch 1: loss: 0.05775 | coarse loss: 0.02802 
epoch 476: loss: 0.01649 | coarse loss: 0.02788 
epoch 477: loss: 0.01649 | coarse loss: 0.02789 
epoch 478: loss: 0.01656 | coarse loss: 0.02794 
epoch 479: loss: 0.01658 | coarse loss: 0.02805 
epoch 480: loss: 0.01653 | coarse loss: 0.02794 
epoch 481: loss: 0.01655 | coarse loss: 0.02797 
epoch 482: loss: 0.01646 | coarse loss: 0.02783 
epoch 483: loss: 0.01650 | coarse loss: 0.02792 
epoch 484: loss: 0.01652 | coarse loss: 0.02796 
epoch 485: loss: 0.01657 | coarse loss: 0.02803 
epoch 486: loss: 0.01656 | coarse loss: 0.02802 
epoch 487: loss: 0.01653 | coarse loss: 0.02793 
epoch 488: loss: 0.01652 | coarse loss: 0.02789 
epoch 489: loss: 0.01652 | coarse loss: 0.02791 
epoch 490: loss: 0.01653 | coarse loss: 0.02802 
epoch 491: loss: 0.01656 | coarse loss: 0.02803 
epoch 492: loss: 0.01652 | coarse loss: 0.02787 
epoch 493: loss: 0.01652 | coarse loss: 0.02796 
epoch 494: loss: 0.01656 | coarse loss: 0.02800 
epoch 495: loss: 0.01647 | coarse loss: 0.02786 
epoch 496: loss: 0.01662 | coarse loss: 0.02810 
epoch 497: loss: 0.01649 | coarse loss: 0.02792 
epoch 498: loss: 0.01654 | coarse loss: 0.02796 
epoch 499: loss: 0.01653 | coarse loss: 0.02797 
epoch 500: loss: 0.01652 | coarse loss: 0.02796 
epoch 501: loss: 0.01647 | coarse loss: 0.02790 
epoch 502: loss: 0.01660 | coarse loss: 0.02806 
epoch 503: loss: 0.01652 | coarse loss: 0.02796 
epoch 504: loss: 0.01644 | coarse loss: 0.02783 
epoch 505: loss: 0.01650 | coarse loss: 0.02794 
epoch 506: loss: 0.01650 | coarse loss: 0.02794 
epoch 507: loss: 0.01650 | coarse loss: 0.02787 
epoch 508: loss: 0.01647 | coarse loss: 0.02787 
epoch 509: loss: 0.01647 | coarse loss: 0.02788 
epoch 510: loss: 0.01647 | coarse loss: 0.02788 
epoch 511: loss: 0.01656 | coarse loss: 0.02804 
epoch 512: loss: 0.01648 | coarse loss: 0.02797 
epoch 513: loss: 0.01649 | coarse loss: 0.02795 
epoch 514: loss: 0.01655 | coarse loss: 0.02801 
epoch 515: loss: 0.01650 | coarse loss: 0.02795 
epoch 516: loss: 0.01649 | coarse loss: 0.02787 
epoch 517: loss: 0.01657 | coarse loss: 0.02814 
epoch 518: loss: 0.01655 | coarse loss: 0.02810 
epoch 519: loss: 0.01642 | coarse loss: 0.02784 
epoch 520: loss: 0.01640 | coarse loss: 0.02783 
epoch 521: loss: 0.01644 | coarse loss: 0.02788 
epoch 522: loss: 0.01647 | coarse loss: 0.02791 
epoch 523: loss: 0.01645 | coarse loss: 0.02783 
epoch 524: loss: 0.01654 | coarse loss: 0.02800 
epoch 525: loss: 0.01650 | coarse loss: 0.02795 
epoch 526: loss: 0.01653 | coarse loss: 0.02801 
epoch 527: loss: 0.01651 | coarse loss: 0.02785 
epoch 528: loss: 0.01648 | coarse loss: 0.02790 
epoch 529: loss: 0.01650 | coarse loss: 0.02795 
epoch 530: loss: 0.01655 | coarse loss: 0.02805 
epoch 531: loss: 0.01654 | coarse loss: 0.02804 
epoch 532: loss: 0.01647 | coarse loss: 0.02794 
epoch 533: loss: 0.01646 | coarse loss: 0.02793 
epoch 534: loss: 0.01654 | coarse loss: 0.02807 
epoch 535: loss: 0.01659 | coarse loss: 0.02810 
epoch 536: loss: 0.01640 | coarse loss: 0.02783 
epoch 537: loss: 0.01646 | coarse loss: 0.02787 
epoch 538: loss: 0.01646 | coarse loss: 0.02788 
epoch 539: loss: 0.01654 | coarse loss: 0.02800 
epoch 540: loss: 0.01655 | coarse loss: 0.02810 
epoch 541: loss: 0.01651 | coarse loss: 0.02800 
epoch 542: loss: 0.01648 | coarse loss: 0.02795 
epoch 543: loss: 0.01649 | coarse loss: 0.02796 
epoch 544: loss: 0.01640 | coarse loss: 0.02783 
epoch 545: loss: 0.01650 | coarse loss: 0.02798 
epoch 546: loss: 0.01657 | coarse loss: 0.02817 
epoch 547: loss: 0.01640 | coarse loss: 0.02783 
epoch 548: loss: 0.01648 | coarse loss: 0.02796 
epoch 549: loss: 0.01645 | coarse loss: 0.02794 
epoch 550: loss: 0.01652 | coarse loss: 0.02806 
epoch 551: loss: 0.01650 | coarse loss: 0.02802 
epoch 552: loss: 0.01648 | coarse loss: 0.02797 
epoch 553: loss: 0.01658 | coarse loss: 0.02808 
epoch 554: loss: 0.01639 | coarse loss: 0.02783 
epoch 555: loss: 0.01649 | coarse loss: 0.02799 
epoch 556: loss: 0.01645 | coarse loss: 0.02789 
epoch 557: loss: 0.01654 | coarse loss: 0.02810 
epoch 558: loss: 0.01647 | coarse loss: 0.02794 
epoch 559: loss: 0.01649 | coarse loss: 0.02801 
epoch 560: loss: 0.01642 | coarse loss: 0.02786 
epoch 561: loss: 0.01647 | coarse loss: 0.02799 
epoch 562: loss: 0.01643 | coarse loss: 0.02790 
epoch 563: loss: 0.01648 | coarse loss: 0.02801 
epoch 564: loss: 0.01639 | coarse loss: 0.02783 
epoch 565: loss: 0.01640 | coarse loss: 0.02783 
epoch 566: loss: 0.01639 | coarse loss: 0.02783 
epoch 567: loss: 0.01648 | coarse loss: 0.02796 
epoch 568: loss: 0.01650 | coarse loss: 0.02802 
epoch 569: loss: 0.01640 | coarse loss: 0.02783 
epoch 570: loss: 0.01652 | coarse loss: 0.02805 
epoch 571: loss: 0.01650 | coarse loss: 0.02800 
epoch 572: loss: 0.01645 | coarse loss: 0.02795 
epoch 573: loss: 0.01646 | coarse loss: 0.02797 
epoch 574: loss: 0.01645 | coarse loss: 0.02797 
epoch 575: loss: 0.01650 | coarse loss: 0.02804 
epoch 576: loss: 0.01649 | coarse loss: 0.02799 
epoch 577: loss: 0.01654 | coarse loss: 0.02813 
epoch 578: loss: 0.01644 | coarse loss: 0.02794 
epoch 579: loss: 0.01646 | coarse loss: 0.02797 
epoch 580: loss: 0.01644 | coarse loss: 0.02796 
epoch 581: loss: 0.01643 | coarse loss: 0.02794 
epoch 582: loss: 0.01637 | coarse loss: 0.02783 
epoch 583: loss: 0.01653 | coarse loss: 0.02808 
epoch 584: loss: 0.01642 | coarse loss: 0.02788 
epoch 585: loss: 0.01649 | coarse loss: 0.02803 
epoch 586: loss: 0.01636 | coarse loss: 0.02783 
epoch 587: loss: 0.01639 | coarse loss: 0.02791 
epoch 588: loss: 0.01648 | coarse loss: 0.02802 
epoch 589: loss: 0.01652 | coarse loss: 0.02808 
epoch 590: loss: 0.01642 | coarse loss: 0.02787 
epoch 591: loss: 0.01650 | coarse loss: 0.02807 
epoch 592: loss: 0.01641 | coarse loss: 0.02789 
epoch 593: loss: 0.01650 | coarse loss: 0.02802 
epoch 594: loss: 0.01637 | coarse loss: 0.02783 
epoch 595: loss: 0.01648 | coarse loss: 0.02800 
epoch 596: loss: 0.01648 | coarse loss: 0.02801 
epoch 597: loss: 0.01646 | coarse loss: 0.02799 
epoch 598: loss: 0.01640 | coarse loss: 0.02787 
epoch 599: loss: 0.01640 | coarse loss: 0.02794 
epoch 600: loss: 0.01646 | coarse loss: 0.02802 
epoch 601: loss: 0.01642 | coarse loss: 0.02792 
epoch 602: loss: 0.01640 | coarse loss: 0.02787 
epoch 603: loss: 0.01642 | coarse loss: 0.02793 
epoch 604: loss: 0.01640 | coarse loss: 0.02789 
epoch 605: loss: 0.01650 | coarse loss: 0.02803 
epoch 606: loss: 0.01644 | coarse loss: 0.02796 
epoch 607: loss: 0.01634 | coarse loss: 0.02783 
epoch 608: loss: 0.01649 | coarse loss: 0.02803 
epoch 609: loss: 0.01636 | coarse loss: 0.02783 
epoch 610: loss: 0.01648 | coarse loss: 0.02810 
epoch 611: loss: 0.01650 | coarse loss: 0.02802 
epoch 612: loss: 0.01660 | coarse loss: 0.02818 
epoch 613: loss: 0.01645 | coarse loss: 0.02802 
epoch 614: loss: 0.01640 | coarse loss: 0.02793 
epoch 615: loss: 0.01645 | coarse loss: 0.02800 
epoch 616: loss: 0.01647 | coarse loss: 0.02804 
epoch 617: loss: 0.01648 | coarse loss: 0.02808 
epoch 618: loss: 0.01650 | coarse loss: 0.02801 
epoch 619: loss: 0.01645 | coarse loss: 0.02796 
epoch 620: loss: 0.01642 | coarse loss: 0.02794 
epoch 621: loss: 0.01634 | coarse loss: 0.02783 
epoch 622: loss: 0.01643 | coarse loss: 0.02797 
epoch 623: loss: 0.01655 | coarse loss: 0.02817 
epoch 624: loss: 0.01634 | coarse loss: 0.02783 
epoch 625: loss: 0.01635 | coarse loss: 0.02783 
epoch 626: loss: 0.01650 | coarse loss: 0.02810 
epoch 627: loss: 0.01634 | coarse loss: 0.02783 
epoch 628: loss: 0.01641 | coarse loss: 0.02792 
epoch 629: loss: 0.01650 | coarse loss: 0.02805 
epoch 630: loss: 0.01640 | coarse loss: 0.02794 
epoch 631: loss: 0.01634 | coarse loss: 0.02783 
epoch 632: loss: 0.01643 | coarse loss: 0.02799 
epoch 633: loss: 0.01645 | coarse loss: 0.02798 
epoch 634: loss: 0.01637 | coarse loss: 0.02786 
epoch 635: loss: 0.01635 | coarse loss: 0.02783 
epoch 636: loss: 0.01645 | coarse loss: 0.02796 
epoch 637: loss: 0.01645 | coarse loss: 0.02800 
epoch 638: loss: 0.01650 | coarse loss: 0.02806 
epoch 639: loss: 0.01633 | coarse loss: 0.02783 
epoch 640: loss: 0.01638 | coarse loss: 0.02790 
epoch 641: loss: 0.01640 | coarse loss: 0.02796 
epoch 642: loss: 0.01642 | coarse loss: 0.02798 
epoch 643: loss: 0.01645 | coarse loss: 0.02796 
epoch 644: loss: 0.01637 | coarse loss: 0.02788 
epoch 645: loss: 0.01643 | coarse loss: 0.02801 
epoch 646: loss: 0.01646 | coarse loss: 0.02800 
epoch 647: loss: 0.01655 | coarse loss: 0.02817 
epoch 648: loss: 0.01648 | coarse loss: 0.02807 
epoch 649: loss: 0.01634 | coarse loss: 0.02783 
epoch 650: loss: 0.01641 | coarse loss: 0.02798 
epoch 651: loss: 0.01647 | coarse loss: 0.02811 
epoch 652: loss: 0.01645 | coarse loss: 0.02806 
epoch 653: loss: 0.01644 | coarse loss: 0.02807 
epoch 654: loss: 0.01635 | coarse loss: 0.02783 
epoch 655: loss: 0.01650 | coarse loss: 0.02816 
epoch 656: loss: 0.01633 | coarse loss: 0.02783 
epoch 657: loss: 0.01646 | coarse loss: 0.02803 
epoch 658: loss: 0.01641 | coarse loss: 0.02796 
epoch 659: loss: 0.01642 | coarse loss: 0.02801 
epoch 660: loss: 0.01646 | coarse loss: 0.02810 
epoch 661: loss: 0.01641 | coarse loss: 0.02798 
epoch 662: loss: 0.01638 | coarse loss: 0.02793 
epoch 663: loss: 0.01649 | coarse loss: 0.02816 
epoch 664: loss: 0.01652 | coarse loss: 0.02817 
epoch 665: loss: 0.01632 | coarse loss: 0.02783 
epoch 666: loss: 0.01632 | coarse loss: 0.02783 
epoch 667: loss: 0.01630 | coarse loss: 0.02783 
epoch 668: loss: 0.01636 | coarse loss: 0.02787 
epoch 669: loss: 0.01632 | coarse loss: 0.02783 
epoch 670: loss: 0.01636 | coarse loss: 0.02792 
epoch 671: loss: 0.01632 | coarse loss: 0.02783 
epoch 672: loss: 0.01642 | coarse loss: 0.02797 
epoch 673: loss: 0.01647 | coarse loss: 0.02803 
epoch 674: loss: 0.01638 | coarse loss: 0.02791 
epoch 675: loss: 0.01642 | coarse loss: 0.02798 
epoch 676: loss: 0.01638 | coarse loss: 0.02792 
epoch 677: loss: 0.01637 | coarse loss: 0.02794 
epoch 678: loss: 0.01636 | coarse loss: 0.02783 
epoch 679: loss: 0.01637 | coarse loss: 0.02792 
epoch 680: loss: 0.01633 | coarse loss: 0.02789 
epoch 681: loss: 0.01637 | coarse loss: 0.02792 
epoch 682: loss: 0.01654 | coarse loss: 0.02823 
epoch 683: loss: 0.01638 | coarse loss: 0.02794 
epoch 684: loss: 0.01635 | coarse loss: 0.02783 
epoch 685: loss: 0.01635 | coarse loss: 0.02790 
epoch 686: loss: 0.01631 | coarse loss: 0.02783 
epoch 687: loss: 0.01641 | coarse loss: 0.02801 
epoch 688: loss: 0.01637 | coarse loss: 0.02797 
epoch 689: loss: 0.01637 | coarse loss: 0.02793 
epoch 690: loss: 0.01639 | coarse loss: 0.02796 
epoch 691: loss: 0.01645 | coarse loss: 0.02807 
epoch 692: loss: 0.01631 | coarse loss: 0.02783 
epoch 693: loss: 0.01631 | coarse loss: 0.02783 
epoch 694: loss: 0.01648 | coarse loss: 0.02808 
epoch 695: loss: 0.01630 | coarse loss: 0.02783 
epoch 696: loss: 0.01629 | coarse loss: 0.02783 
epoch 697: loss: 0.01633 | coarse loss: 0.02788 
epoch 698: loss: 0.01630 | coarse loss: 0.02783 
epoch 699: loss: 0.01642 | coarse loss: 0.02804 
epoch 700: loss: 0.01637 | coarse loss: 0.02796 
epoch 701: loss: 0.01648 | coarse loss: 0.02808 
epoch 702: loss: 0.01650 | coarse loss: 0.02811 
epoch 703: loss: 0.01637 | coarse loss: 0.02789 
epoch 704: loss: 0.01642 | coarse loss: 0.02802 
epoch 705: loss: 0.01643 | coarse loss: 0.02808 
epoch 706: loss: 0.01629 | coarse loss: 0.02783 
epoch 707: loss: 0.01634 | coarse loss: 0.02792 
epoch 708: loss: 0.01654 | coarse loss: 0.02825 
epoch 709: loss: 0.01635 | coarse loss: 0.02786 
epoch 710: loss: 0.01636 | coarse loss: 0.02793 
epoch 711: loss: 0.01629 | coarse loss: 0.02783 
epoch 712: loss: 0.01629 | coarse loss: 0.02783 
epoch 713: loss: 0.01629 | coarse loss: 0.02783 
epoch 714: loss: 0.01636 | coarse loss: 0.02795 
epoch 715: loss: 0.01642 | coarse loss: 0.02804 
epoch 716: loss: 0.01643 | coarse loss: 0.02805 
epoch 717: loss: 0.01643 | coarse loss: 0.02799 
epoch 718: loss: 0.01630 | coarse loss: 0.02783 
epoch 719: loss: 0.01641 | coarse loss: 0.02802 
epoch 720: loss: 0.01643 | coarse loss: 0.02805 
epoch 721: loss: 0.01644 | coarse loss: 0.02807 
epoch 722: loss: 0.01646 | coarse loss: 0.02815 
epoch 723: loss: 0.01644 | coarse loss: 0.02809 
epoch 724: loss: 0.01651 | coarse loss: 0.02822 
epoch 725: loss: 0.01634 | coarse loss: 0.02791 
epoch 726: loss: 0.01635 | coarse loss: 0.02792 
epoch 727: loss: 0.01630 | coarse loss: 0.02783 
epoch 728: loss: 0.01631 | coarse loss: 0.02790 
epoch 729: loss: 0.01635 | coarse loss: 0.02795 
epoch 730: loss: 0.01630 | coarse loss: 0.02783 
epoch 731: loss: 0.01641 | coarse loss: 0.02804 
epoch 732: loss: 0.01628 | coarse loss: 0.02783 
epoch 733: loss: 0.01641 | coarse loss: 0.02805 
epoch 734: loss: 0.01629 | coarse loss: 0.02783 
epoch 735: loss: 0.01644 | coarse loss: 0.02814 
epoch 736: loss: 0.01641 | coarse loss: 0.02802 
epoch 737: loss: 0.01636 | coarse loss: 0.02797 
epoch 738: loss: 0.01647 | coarse loss: 0.02819 
epoch 739: loss: 0.01627 | coarse loss: 0.02783 
epoch 740: loss: 0.01627 | coarse loss: 0.02783 
epoch 741: loss: 0.01631 | coarse loss: 0.02786 
epoch 742: loss: 0.01641 | coarse loss: 0.02804 
epoch 743: loss: 0.01638 | coarse loss: 0.02803 
epoch 744: loss: 0.01634 | coarse loss: 0.02787 
epoch 745: loss: 0.01650 | coarse loss: 0.02820 
epoch 746: loss: 0.01652 | coarse loss: 0.02831 
epoch 747: loss: 0.01635 | coarse loss: 0.02796 
epoch 748: loss: 0.01632 | coarse loss: 0.02792 
epoch 749: loss: 0.01641 | coarse loss: 0.02804 
epoch 750: loss: 0.01642 | coarse loss: 0.02804 
epoch 751: loss: 0.01630 | coarse loss: 0.02789 
epoch 752: loss: 0.01627 | coarse loss: 0.02783 
epoch 753: loss: 0.01632 | coarse loss: 0.02788 
epoch 754: loss: 0.01640 | coarse loss: 0.02805 
epoch 755: loss: 0.01650 | coarse loss: 0.02821 
epoch 756: loss: 0.01638 | coarse loss: 0.02797 
epoch 757: loss: 0.01631 | coarse loss: 0.02787 
epoch 758: loss: 0.01627 | coarse loss: 0.02783 
epoch 759: loss: 0.01648 | coarse loss: 0.02820 
epoch 760: loss: 0.01628 | coarse loss: 0.02783 
epoch 761: loss: 0.01629 | coarse loss: 0.02783 
epoch 762: loss: 0.01630 | coarse loss: 0.02788 
epoch 763: loss: 0.01627 | coarse loss: 0.02783 
epoch 764: loss: 0.01637 | coarse loss: 0.02798 
epoch 765: loss: 0.01628 | coarse loss: 0.02783 
epoch 766: loss: 0.01625 | coarse loss: 0.02783 
epoch 767: loss: 0.01642 | coarse loss: 0.02808 
epoch 768: loss: 0.01647 | coarse loss: 0.02814 
epoch 769: loss: 0.01629 | coarse loss: 0.02783 
epoch 770: loss: 0.01632 | coarse loss: 0.02790 
epoch 771: loss: 0.01639 | coarse loss: 0.02800 
epoch 772: loss: 0.01630 | coarse loss: 0.02789 
epoch 773: loss: 0.01627 | coarse loss: 0.02788 
epoch 774: loss: 0.01631 | coarse loss: 0.02792 
epoch 775: loss: 0.01640 | coarse loss: 0.02806 
epoch 776: loss: 0.01633 | coarse loss: 0.02793 
epoch 777: loss: 0.01634 | coarse loss: 0.02799 
epoch 778: loss: 0.01626 | coarse loss: 0.02783 
epoch 779: loss: 0.01637 | coarse loss: 0.02800 
epoch 780: loss: 0.01633 | coarse loss: 0.02794 
epoch 781: loss: 0.01627 | coarse loss: 0.02783 
epoch 782: loss: 0.01641 | coarse loss: 0.02808 
epoch 783: loss: 0.01632 | coarse loss: 0.02794 
epoch 784: loss: 0.01629 | coarse loss: 0.02789 
epoch 785: loss: 0.01638 | coarse loss: 0.02799 
epoch 786: loss: 0.01627 | coarse loss: 0.02783 
epoch 787: loss: 0.01628 | coarse loss: 0.02783 
epoch 788: loss: 0.01635 | coarse loss: 0.02801 
epoch 789: loss: 0.01636 | coarse loss: 0.02801 
epoch 790: loss: 0.01644 | coarse loss: 0.02816 
epoch 791: loss: 0.01634 | coarse loss: 0.02797 
epoch 792: loss: 0.01629 | coarse loss: 0.02788 
epoch 793: loss: 0.01634 | coarse loss: 0.02800 
epoch 794: loss: 0.01630 | coarse loss: 0.02788 
epoch 795: loss: 0.01633 | coarse loss: 0.02794 
epoch 796: loss: 0.01634 | coarse loss: 0.02797 
epoch 797: loss: 0.01639 | coarse loss: 0.02808 
epoch 798: loss: 0.01630 | coarse loss: 0.02791 
epoch 799: loss: 0.01637 | coarse loss: 0.02802 
epoch 800: loss: 0.01634 | coarse loss: 0.02796 
epoch 801: loss: 0.01630 | coarse loss: 0.02791 
epoch 802: loss: 0.01638 | coarse loss: 0.02805 
epoch 803: loss: 0.01627 | coarse loss: 0.02783 
epoch 804: loss: 0.01640 | coarse loss: 0.02804 
epoch 805: loss: 0.01631 | coarse loss: 0.02792 
epoch 806: loss: 0.01632 | coarse loss: 0.02796 
epoch 807: loss: 0.01636 | coarse loss: 0.02803 
epoch 808: loss: 0.01628 | coarse loss: 0.02787 
epoch 809: loss: 0.01638 | coarse loss: 0.02810 
epoch 810: loss: 0.01646 | coarse loss: 0.02817 
epoch 811: loss: 0.01636 | coarse loss: 0.02806 
epoch 812: loss: 0.01625 | coarse loss: 0.02783 
epoch 813: loss: 0.01628 | coarse loss: 0.02790 
epoch 814: loss: 0.01629 | coarse loss: 0.02789 
epoch 815: loss: 0.01642 | coarse loss: 0.02807 
epoch 816: loss: 0.01627 | coarse loss: 0.02787 
epoch 817: loss: 0.01642 | coarse loss: 0.02812 
epoch 818: loss: 0.01639 | coarse loss: 0.02804 
epoch 819: loss: 0.01635 | coarse loss: 0.02796 
epoch 820: loss: 0.01631 | coarse loss: 0.02794 
epoch 821: loss: 0.01630 | coarse loss: 0.02793 
epoch 822: loss: 0.01624 | coarse loss: 0.02783 
epoch 823: loss: 0.01632 | coarse loss: 0.02793 
epoch 824: loss: 0.01626 | coarse loss: 0.02783 
epoch 825: loss: 0.01624 | coarse loss: 0.02783 
epoch 826: loss: 0.01625 | coarse loss: 0.02783 
epoch 827: loss: 0.01630 | coarse loss: 0.02790 
epoch 828: loss: 0.01631 | coarse loss: 0.02795 
epoch 829: loss: 0.01634 | coarse loss: 0.02797 
epoch 830: loss: 0.01639 | coarse loss: 0.02803 
epoch 831: loss: 0.01634 | coarse loss: 0.02804 
epoch 832: loss: 0.01640 | coarse loss: 0.02813 
epoch 833: loss: 0.01626 | coarse loss: 0.02787 
epoch 834: loss: 0.01624 | coarse loss: 0.02783 
epoch 835: loss: 0.01643 | coarse loss: 0.02815 
epoch 836: loss: 0.01625 | coarse loss: 0.02783 
epoch 837: loss: 0.01628 | coarse loss: 0.02790 
epoch 838: loss: 0.01631 | coarse loss: 0.02794 
epoch 839: loss: 0.01640 | coarse loss: 0.02814 
epoch 840: loss: 0.01630 | coarse loss: 0.02792 
epoch 841: loss: 0.01624 | coarse loss: 0.02783 
epoch 842: loss: 0.01633 | coarse loss: 0.02796 
epoch 843: loss: 0.01631 | coarse loss: 0.02797 
epoch 844: loss: 0.01637 | coarse loss: 0.02803 
epoch 845: loss: 0.01629 | coarse loss: 0.02791 
epoch 846: loss: 0.01632 | coarse loss: 0.02792 
epoch 847: loss: 0.01632 | coarse loss: 0.02797 
epoch 848: loss: 0.01632 | coarse loss: 0.02797 
epoch 849: loss: 0.01632 | coarse loss: 0.02798 
epoch 850: loss: 0.01634 | coarse loss: 0.02803 
Training done: 60726.19831228256
